Type,SKU,Name,Published,Visibility in catalogue,Short description,Description,In stock?,Regular price,Categories,Images
simple,190-gal-48x30x30-starphire-glass-white-wood-stand-aluminum-frame,"190 GAL 48X30X30 STARPHIRE GLASS- WHITE WOOD STAND, ALUMINUM FRAME",1,visible,<p>Check Warranty Details</p>,"<ul>
<li>Recess Euro Brace Glass Tank with 3 sides ULTRA CLEAR/LOW IRON (similar to Starphire)</li>
<li>Center Overflow</li>
<li>Tank Size</li>
<li>48x30x30 inch</li>
<li>1219x762x762 mm</li>
<li>Glass Thickness</li>
<li>12mm, 1/2inch</li>
<li>Capacity</li>
<li>190 Gallon</li>
<li>Overflow Box</li>
<li>2×3/4″ Return, 1x 1.5″ Drain</li>
<li>Sump Size</li>
<li>39.37×17.7×15.7 inch</li>
<li>1000x450x400 mm</li>
</ul>",1,3499.99,Starphire glass,https://staging.example.com/wp-content/uploads/190-GAL-48X30X30-STARPHIRE-GLASS-WHITE-WOOD-STAND-09thupdated.jpg
simple,190t-gal-60x24x30-starphire-glass-tank-black-wood-stand-aluminum-frame,"190T GAL 60X24X30 STARPHIRE GLASS TANK- BLACK WOOD STAND, ALUMINUM FRAME",1,visible,<p>Check Warranty Details</p>,"<ul>
<li>60″ x 24″ x 30″ (approx 190gal), 1/2″ Thick</li>
<li>Recess Euro Brace Glass Tank with 3 sides ULTRA CLEAR/LOW IRON (similar to Starphire)</li>
<li>Center Overflow with 1.5″ (1x) and 3/4 (2x)” bulkhead holes at the bottom</li>
<li>return holes (2x) at the top of the overflow</li>
<li>Alternative 3/4″ return holes (2x) on top rear corners bracing</li>
<li>36″ Sump with 2 baffles and 2 sock holders</li>
<li>36″ tall black alloy stand, black wood cabinet</li>
<li>Tank Size</li>
<li>60x24x30 inch</li>
<li>1524x610x762 mm</li>
<li>Glass Thickness</li>
<li>12mm, 1/2inch</li>
<li>Capacity</li>
<li>190 Gallon</li>
</ul>",1,3499.99,Starphire glass,https://staging.example.com/wp-content/uploads/120-GAL-48X24X24-STARPHIRE-GLASS-TANK-BLACK-WOOD-STAND-s-watermark.png
simple,200-gal-84x24x24-starphire-glass-tank-black-stand,200 GAL 84x24x24 STARPHIRE GLASS TANK- BLACK STAND,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>Tank is 3 sides ultra low iron, front and both sides</li>
<li>Approximately 84x24x24″</li>
<li>Euro Bracing / Bottom Brace</li>
<li>Tank Size</li>
<li>84x24x24 inch</li>
<li>2140x600x600 mm</li>
<li>Glass Thickness</li>
<li>15 mm, 5/8 inch</li>
<li>Capacity</li>
<li>200 Gallon</li>
<li>Overflow Box</li>
<li>2×1″ Return, 2×1.5″ Drain</li>
<li>Sump Size</li>
<li>70.9×17.7×15.7 inch</li>
</ul>",1,4999.99,Starphire glass,https://staging.example.com/wp-content/uploads/200-GAL-84x24x24-STARPHIRE-GLASS-TANK-BLACK-STAND-s_watermark.png
simple,200-gal-84x24x24-starphire-glass-tank-white-stand,200 GAL 84x24x24 STARPHIRE GLASS TANK- WHITE STAND,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>Tank is 3 sides ultra low iron, front and both sides</li>
<li>Comes with 32″ metal frame tall stand</li>
<li>Approximately 84x24x24″</li>
<li>Euro Bracing / Bottom Brace</li>
<li>Tank Size</li>
<li>84x24x24 inch</li>
<li>2140x600x600 mm</li>
<li>Glass Thickness</li>
<li>15mm, 5/8inch</li>
<li>Capacity</li>
<li>200 Gallon</li>
<li>Overflow Box</li>
<li>2×1″ Return, 2×1.5″ Drain</li>
<li>Sump Size</li>
</ul>",1,4999.99,Starphire glass,https://staging.example.com/wp-content/uploads/200-GAL-84x24x24-STARPHIRE-GLASS-TANK-BLACK-STAND-s_watermark.png
simple,225-gal-72x30x24-starphire-glass-aquarium,225 GAL 72X30X24 STARPHIRE GLASS AQUARIUM,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>** NO STAND **</li>
<li>** NO SUMP **</li>
<li>Tank is 3 sides ultra low iron, front and both sides</li>
<li>Approximately 72x30x24″</li>
<li>Glass 1/2″ thick</li>
<li>Euro Bracing / Bottom Brace</li>
<li>Tank Size</li>
<li>72x30x24 inch</li>
<li>1830x762x610 mm</li>
<li>Glass Thickness</li>
<li>15mm, 5/8inch</li>
<li>Capacity</li>
<li>225Gallon</li>
<li>Overflow Box</li>
</ul>",1,3299.99,Starphire glass,https://staging.example.com/wp-content/uploads/150-GAL-72x24x20-SHALLOW-PENINSULA-TANK-LOW-IRON-GLASS-AQUARIUM-s-watermark.png
simple,225-gal-72x30x24-starphire-glass-tank-black-stand,225 GAL 72x30x24 STARPHIRE GLASS TANK- BLACK STAND,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>Tank is 3 sides ultra low iron, front and both sides</li>
<li>Approximately 72x30x24″</li>
<li>Tank Size</li>
<li>72x30x24 inch</li>
<li>1830x762x610 mm</li>
<li>Glass Thickness</li>
<li>15mm,5/8inch</li>
<li>Capacity</li>
<li>210 Gallon</li>
<li>Overflow Box</li>
<li>2×1″ Return, 2×1.5″ Drain</li>
<li>Sump Size</li>
<li>59×19.7×15.7 inch</li>
<li>1500x500x400 mm</li>
</ul>",1,4999.99,Starphire glass,https://staging.example.com/wp-content/uploads/200-GAL-84x24x24-STARPHIRE-GLASS-TANK-BLACK-STAND-s_watermark.png
simple,225-gal-72x30x24-starphire-glass-tank-white-stand,225 GAL 72x30x24 STARPHIRE GLASS TANK- WHITE STAND,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>Tank is 3 sides ultra low iron, front and both sides</li>
<li>Approximately 72x30x24″</li>
<li>Tank Size</li>
<li>72x30x24 inch</li>
<li>1830x762x610 mm</li>
<li>Glass Thickness</li>
<li>15mm,5/8inch</li>
<li>Capacity</li>
<li>210 Gallon</li>
<li>Overflow Box</li>
<li>2×1″ Return, 2×1.5″ Drain</li>
<li>Sump Size</li>
<li>59×19.7×15.7 inch</li>
<li>1500x500x400 mm</li>
</ul>",1,4999.99,Starphire glass,https://staging.example.com/wp-content/uploads/200-GAL-84x24x24-STARPHIRE-GLASS-TANK-BLACK-STAND-s_watermark.png
simple,240-gal-96x24x24-starphire-glass-tank-black-stand,240 GAL 96x24x24 STARPHIRE GLASS TANK- BLACK STAND,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>240 GAL 96x24x24 STARPHIRE GLASS TANK- BLACK STAND ( PICTURE SHOWED WHITE STAND )</li>
<li>Tank is 3 sides ultra low iron, front and both sides</li>
<li>Comes with 32″ metal frame tall stand</li>
<li>Approximately 96x24x24″</li>
<li>Stand is 80cm ( 32.0″ )</li>
<li>71x15x75x16″ regular sump included, 3 chambers and top off chamber</li>
<li>Glass 1/2″ thick</li>
<li>Euro Bracing / Bottom Brace</li>
<li>Tank Size</li>
<li>96x24x24 inch</li>
<li>2440x600x600 mm</li>
<li>Glass Thickness</li>
<li>15mm, 5/8inch</li>
<li>Capacity</li>
</ul>",1,6499.99,Starphire glass,https://staging.example.com/wp-content/uploads/200-GAL-84x24x24-STARPHIRE-GLASS-TANK-BLACK-STAND-s_watermark.png
simple,240-gal-96x24x24-starphire-glass-tank-white-stand,240 GAL 96x24x24 STARPHIRE GLASS TANK- WHITE STAND,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>Tank is 3 sides ultra low iron, front and both sides</li>
<li>Comes with 32″ metal frame tall stand</li>
<li>Approximately 96x24x24″</li>
<li>Stand is 80cm ( 32.0″ )</li>
<li>71x15x75x16″ regular sump included, 3 chambers and top off chamber</li>
<li>Glass 1/2″ thick</li>
<li>Euro Bracing / Bottom Brace</li>
<li>Tank Size</li>
<li>96x24x24 inch</li>
<li>2440x600x600 mm</li>
<li>Glass Thickness</li>
<li>15mm, 5/8inch</li>
<li>Capacity</li>
<li>240 Gallon</li>
</ul>",1,6499.99,Starphire glass,https://staging.example.com/wp-content/uploads/200-GAL-84x24x24-STARPHIRE-GLASS-TANK-BLACK-STAND-s_watermark.png
simple,270-gal-72x36x24-starphire-glass-aquarium,270 GAL 72X36X24 STARPHIRE GLASS AQUARIUM,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>** NO STAND **</li>
<li>** NO SUMP **</li>
<li>Tank is 3 sides ultra low iron, front and both sides</li>
<li>Approximately 72x36x24″</li>
<li>Glass 5/8″ thick</li>
<li>Euro Bracing / Bottom Brace</li>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
</ul>",1,3499.99,Starphire glass,https://staging.example.com/wp-content/uploads/150-GAL-72x24x20-SHALLOW-PENINSULA-TANK-LOW-IRON-GLASS-AQUARIUM-s-watermark.png
simple,270-gal-72x36x24-starphire-glass-viewable-4-sides-black-wood-stand-aluminum-frame,"270 GAL 72X36X24 STARPHIRE GLASS, VIEWABLE 4 SIDES- BLACK WOOD STAND ALUMINUM FRAME",1,visible,<p>Check Warranty Details</p>,"<ul>
<li>270 Gallon Display Tank</li>
<li>Tank is 4 sides ultra low iron</li>
<li>Comes with 30-32″ tall alloy stand White</li>
<li>Approximately 72x36x24″</li>
<li>Stand is 80cm ( 31.50″ )</li>
<li>60″ regular sump included, 3 chambers</li>
<li>Glass 5/8 thick</li>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
</ul>",1,7499.99,Starphire glass,https://staging.example.com/wp-content/uploads/270-GAL-72X36X24-STARPHIRE-GLASS-VIEWABLE-4-SIDES-BLACK-WOOD-STAND-ALUMINUM-FRAME-s-watermark.png
simple,270-gal-72x36x24-starphire-glass-tank-black-stand,270 GAL 72x36x24 STARPHIRE GLASS TANK- BLACK STAND,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>Tank is 3 sides ultra low iron, front and both sides</li>
<li>Comes with 36″ metal frame tall stand</li>
<li>Approximately 72x36x24″</li>
<li>Tank Size</li>
<li>72x36x24 inch</li>
<li>1830x914x610 mm</li>
<li>Glass Thickness</li>
<li>15mm,5/8inch</li>
<li>Capacity</li>
<li>250 Gallon</li>
<li>Overflow Box</li>
<li>2×1″ Return, 2×1.5″ Drain</li>
<li>Sump Size</li>
<li>59×27.5×15.7 inch</li>
</ul>",1,4999.99,Starphire glass,https://staging.example.com/wp-content/uploads/200-GAL-84x24x24-STARPHIRE-GLASS-TANK-BLACK-STAND-s_watermark.png
simple,270-gal-72x36x24-starphire-glass-tank-white-stand,270 GAL 72x36x24 STARPHIRE GLASS TANK- WHITE STAND,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>Tank is 3 sides ultra low iron, front and both sides</li>
<li>Comes with 36″ metal frame tall stand</li>
<li>Approximately 72x36x24″</li>
<li>Tank Size</li>
<li>72x36x24 inch</li>
<li>1830x914x610 mm</li>
<li>Glass Thickness</li>
<li>15mm,5/8inch</li>
<li>Capacity</li>
<li>250 Gallon</li>
<li>Overflow Box</li>
<li>2×1″ Return, 2×1.5″ Drain</li>
<li>Sump Size</li>
<li>59×27.5×15.7 inch</li>
</ul>",1,4999.99,Starphire glass,https://staging.example.com/wp-content/uploads/200-GAL-84x24x24-STARPHIRE-GLASS-TANK-BLACK-STAND-s_watermark.png
simple,270-gallon-84x48x16-custom-starphire-glass-coffee-table,270 GALLON 84X48X16 CUSTOM STARPHIRE GLASS COFFEE TABLE,1,visible,<p>Check Warranty Details</p>,"<ul>
<li>COFFEE TABLE AQUARIUM</li>
<li>270 gallon 84”x48”x16” Custom starphire glass coffee table</li>
<li>3/4” thick,</li>
<li>3 sided peninsula style eurobraced top and bottom,</li>
<li>Left side filtration system 4 chambers.</li>
<li>1/2” (88”x52”) top starphire glass beveled polished edges.</li>
<li>(8) 4” acrylic brackets</li>
<li>Black wood base</li>
</ul>",1,8500.00,Starphire glass,https://staging.example.com/wp-content/uploads/270-GALLON-84X48X16-CUSTOM-STARPHIRE-GLASS-COFFEE-TABLE-s-watermark.png
